key,title,authors,year,journal,publisher,citations,url,tool
zhu2018granatumx,GranatumX: A community engaging and flexible software environment for single-cell analysis,"Zhu, Xun and Yunits, Breck and Wolfgruber, Thomas and Poirion, Olivier and Arisdakessian, Cedric and Garmire, Lana",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/08/06/385591.abstract,Granatum
zhu2017granatum,Granatum: a graphical single-cell RNA-Seq analysis pipeline for genomics scientists,"Zhu, Xun and Wolfgruber, Thomas K and Tasato, Austin and Arisdakessian, C{\'e}dric and Garmire, David G and Garmire, Lana X",2017,Genome medicine,BioMed Central,13,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-017-0492-3,Granatum
wolf2018scanpy,SCANPY: large-scale single-cell gene expression data analysis,"Wolf, F Alexander and Angerer, Philipp and Theis, Fabian J",2018,Genome biology,BioMed Central,18,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1382-0,Scanpy
ho2018single,Single-cell RNA-seq analysis identifies markers of resistance to targeted BRAF inhibitors in melanoma cell populations,"Ho, Yu-Jui and Anaparthy, Naishitha and Molik, David and Mathew, Grinu and Aicher, Toby and Patel, Ami and Hicks, James and Hammell, Molly Gale",2018,Genome research,Cold Spring Harbor Lab,0,http://genome.cshlp.org/content/early/2018/07/30/gr.234062.117.abstract,Sake
zappia2017splatter,Splatter: simulation of single-cell RNA sequencing data,"Zappia, Luke and Phipson, Belinda and Oshlack, Alicia",2017,Genome biology,BioMed Central,23,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1305-0,Splatter
iacono2018bigscale,bigSCale: an analytical framework for big-scale single-cell data,"Iacono, Giovanni and Mereu, Elisabetta and Guillaumet-Adkins, Amy and Corominas, Roser and Cusc{\'o}, Ivon and Rodr{\'\i}guez-Esteban, Gustavo and Gut, Marta and P{\'e}rez-Jurado, Luis Alberto and Gut, Ivo and Heyn, Holger",2018,Genome research,Cold Spring Harbor Lab,1,http://genome.cshlp.org/content/early/2018/05/03/gr.230771.117.abstract,bigSCale
welch2017matcher,MATCHER: manifold alignment reveals correspondence between single cell transcriptome and epigenome dynamics,"Welch, Joshua D and Hartemink, Alexander J and Prins, Jan F",2017,Genome biology,BioMed Central,10,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1269-0,MATCHER
ji2016tscan,TSCAN: Pseudo-time reconstruction and evaluation in single-cell RNA-seq analysis,"Ji, Zhicheng and Ji, Hongkai",2016,Nucleic acids research,Oxford University Press,81,https://academic.oup.com/nar/article-abstract/44/13/e117/2457590,TSCAN
giecold2016robust,Robust lineage reconstruction from high-dimensional single-cell data,"Giecold, Gregory and Marco, Eugenio and Garcia, Sara P and Trippa, Lorenzo and Yuan, Guo-Cheng",2016,Nucleic acids research,Oxford University Press,16,https://academic.oup.com/nar/article-abstract/44/14/e122/2468175,Eclair
sinha2018dropclust,dropClust: efficient clustering of ultra-large scRNA-seq data,"Sinha, Debajyoti and Kumar, Akhilesh and Kumar, Himanshu and Bandyopadhyay, Sanghamitra and Sengupta, Debarka",2018,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/46/6/e36/4816215,dropClust
vieth2017powsimr,powsimR: power analysis for bulk and single cell RNA-seq experiments,"Vieth, Beate and Ziegenhain, Christoph and Parekh, Swati and Enard, Wolfgang and Hellmann, Ines",2017,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/33/21/3486/3952669,powsimR
angerer2015destiny,destiny: diffusion maps for large-scale single-cell data in R,"Angerer, Philipp and Haghverdi, Laleh and B{\""u}ttner, Maren and Theis, Fabian J and Marr, Carsten and Buettner, Florian",2015,Bioinformatics,Oxford University Press,75,https://academic.oup.com/bioinformatics/article-abstract/32/8/1241/1744143,destiny
reid2016pseudotime,Pseudotime estimation: deconfounding single cell time series,"Reid, John E and Wernisch, Lorenz",2016,Bioinformatics,Oxford University Press,45,https://academic.oup.com/bioinformatics/article-abstract/32/19/2973/2196633,DeLorean
julia2015sincell,Sincell: an R/Bioconductor package for statistical assessment of cell-state hierarchies from single-cell RNA-seq,"Juli{\'a}, Miguel and Telenti, Amalio and Rausell, Antonio",2015,Bioinformatics,Oxford University Press,29,https://academic.oup.com/bioinformatics/article-abstract/31/20/3380/195882,Sincell
weinreb2017spring,SPRING: a kinetic interface for visualizing high dimensional single-cell expression data,"Weinreb, Caleb and Wolock, Samuel and Klein, Allon M",2017,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/34/7/1246/4708233,SPRING
diaz2016scell,SCell: integrated analysis of single-cell RNA-seq data,"Diaz, Aaron and Liu, Siyuan J and Sandoval, Carmen and Pollen, Alex and Nowakowski, Tom J and Lim, Daniel A and Kriegstein, Arnold",2016,Bioinformatics,Oxford University Press,20,https://academic.oup.com/bioinformatics/article-abstract/32/14/2219/1743130,SCell
guo2017hopland,HopLand: single-cell pseudotime recovery using continuous Hopfield network-based modeling of Waddington’s epigenetic landscape,"Guo, Jing and Zheng, Jie",2017,Bioinformatics,Oxford University Press,4,https://academic.oup.com/bioinformatics/article-abstract/33/14/i102/3953947,HopLand
mukherjee2018scalable,Scalable preprocessing for sparse scRNA-seq data exploiting prior knowledge,"Mukherjee, Sumit and Zhang, Yue and Fan, Joshua and Seelig, Georg and Kannan, Sreeram",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/article-abstract/34/13/i124/5045758,UNCURL
dey2017visualizing,Visualizing the structure of RNA-seq expression data using grade of membership models,"Dey, Kushal K and Hsiao, Chiaowen Joyce and Stephens, Matthew",2017,PLoS genetics,Public Library of Science,14,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1006599,CountClust
hollt2018cyteguide,Cyteguide: Visual guidance for hierarchical single-cell analysis,"H{\""o}llt, Thomas and Pezzotti, Nicola and van Unen, Vincent and Koning, Frits and Lelieveldt, Boudewijn PF and Vilanova, Anna",2018,IEEE transactions on visualization and computer graphics,IEEE,2,https://ieeexplore.ieee.org/iel7/2945/4359476/08017575.pdf,CyteGuide
yotsukura2016celltree,CellTree: an R/bioconductor package to infer the hierarchical structure of cell populations from single-cell RNA-seq data,"Yotsukura, Sohiya and Nomura, Seitaro and Aburatani, Hiroyuki and Tsuda, Koji and others",2016,BMC bioinformatics,BioMed Central,17,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1175-6,cellTree
lim2016btr,BTR: training asynchronous Boolean models using single-cell expression data,"Lim, Chee Yee and Wang, Huange and Woodhouse, Steven and Piterman, Nir and Wernisch, Lorenz and Fisher, Jasmin and G{\""o}ttgens, Berthold",2016,BMC bioinformatics,BioMed Central,14,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1235-y,BTR
andrews2016modelling,Modelling dropouts allows for unbiased identification of marker genes in scRNASeq experiments,"Andrews, Tallulah S and Hemberg, Martin",2016,biorxiv,Cold Spring Harbor Laboratory,5,https://www.biorxiv.org/content/early/2016/10/20/065094.abstract,M3Drop
zhang2019scedar,Scedar: a scalable Python package for single-cell RNA-seq exploratory data analysis,"Zhang, Yuanchao and Taylor, Deanne M",2019,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/07/24/375196.abstract,Scedar
la2018rna,RNA velocity of single cells,"La Manno, Gioele and Soldatov, Ruslan and Zeisel, Amit and Braun, Emelie and Hochgerner, Hannah and Petukhov, Viktor and Lidschreiber, Katja and Kastriti, Maria E and L{\""o}nnerberg, Peter and Furlan, Alessandro and others",2018,Nature,Nature Publishing Group,10,https://www.biorxiv.org/content/early/2017/10/19/206052.abstract,velocyto
lopez2018bayesian,Bayesian inference for a generative model of transcriptome profiles from single-cell RNA sequencing,"Lopez, Romain and Regier, Jeffrey and Cole, Michael B and Jordan, Michael and Yosef, Nir",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/03/30/292037.abstract,scVI
rue2018isee,iSEE: Interactive SummarizedExperiment Explorer,"Rue-Albrecht, Kevin and Marini, Federico and Soneson, Charlotte and Lun, Aaron TL",2018,F1000Research,Faculty of 1000 Ltd,1,https://f1000research.com/articles/7-741,iSEE
kobak2018art,The art of using t-SNE for single-cell transcriptomics,"Kobak, Dmitry and Berens, Philipp",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/10/25/453449.abstract,RNA-Seq-tSNE
cannoodt2016scorpius,SCORPIUS improves trajectory inference and identifies novel modules in dendritic cell development,"Cannoodt, Robrecht and Saelens, Wouter and Sichien, Dorine and Tavernier, Simon and Janssens, Sophie and Guilliams, Martin and Lambrecht, Bart N and De Preter, Katleen and Saeys, Yvan",2016,bioRxiv,Cold Spring Harbor Laboratory,5,https://www.biorxiv.org/content/early/2016/10/06/079509.abstract,Scorpius
detomaso2018functional,Functional Interpretation of Single-Cell Similarity Maps,"DeTomaso, David and Jones, Matthew and Subramaniam, Meena and Ashuach, Tal and Chun, J Ye and Yosef, Nir",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/08/29/403055.abstract,VISION
chen2018scmetric,scMetric: An R package of metric learning and visualization for single-cell RNA-seq data,"Chen, Wenchang and Zhang, Xuegong",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/10/30/456814.abstract,scMetric
senabouth2017ascend,ascend: R package for analysis of single cell RNA-seq data,"Senabouth, Anne and Lukowski, Samuel and Alquicira, Jose and Andersen, Stacey and Mei, Xin and Nguyen, Quan and Powell, Joseph",2017,BioRxiv,Cold Spring Harbor Laboratory,1,https://www.biorxiv.org/content/early/2017/10/23/207704.abstract,ascend
wu2018visualizing,Visualizing single-cell RNA-seq datasets with Similarity Weighted Nonnegative Embedding,"Wu, Yan and Tamayo, Pablo and Zhang, Kun",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/03/05/276261.abstract,SWNE
amodio2017exploring,Exploring single-cell data with multitasking deep neural networks. bioRxiv,"Amodio, Matthew and Srinivasan, D and Van Dijk, David and Mohsen, Hussein and Yim, Kristina and Muhle, Rebecca and Moon, Kevin R and Kaech, Susan and Sowell, Ryan and Montgomery, Ruth and others",2017,DOI: https://doi. org/10.1101/237065,,3,https://www.biorxiv.org/content/early/2017/12/19/237065.abstract,SAUCIE
cho2018neural,Neural data visualization for scalable and generalizable single cell analysis,"Cho, Hyunghoon and Berger, Bonnie and Peng, Jian",2018,bioRxiv,Cold Spring Harbor Laboratory,1,https://www.biorxiv.org/content/early/2018/03/27/289223.abstract,net-SNE
yang2018starmap,starmap: Immersive visualisation of single cell data using smartphone-enabled virtual reality,"Yang, Andrian and Yao, Yu and Li, Jianfu and Ho, Joshua W",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/05/17/324855.abstract,starmap
zhu2018pivot,PIVOT: platform for interactive analysis and visualization of transcriptomics data,"Zhu, Qin and Fisher, Stephen A and Dueck, Hannah and Middleton, Sarah and Khaladkar, Mugdha and Kim, Junhyong",2018,BMC bioinformatics,BioMed Central,1,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1994-0,PIVOT
cole2018performance,Performance assessment and selection of normalization procedures for single-cell RNA-seq,"Cole, Michael B and Risso, Davide and Wagner, Allon and DeTomaso, David and Ngai, John and Purdom, Elizabeth and Dudoit, Sandrine and Yosef, Nir",2018,bioRxiv,Cold Spring Harbor Laboratory,1,https://www.biorxiv.org/content/early/2017/12/16/235382.abstract,SCONE
afik2018reconstructing,Reconstructing B cell receptor sequences from short-read single cell RNA-sequencing with BRAPeS,"Afik, Shaked and Yosef, Nir",2018,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/08/10/389999.abstract,BRAPeS
bolisetty2017cellview,CellView: interactive exploration of high dimensional single cell RNA-Seq data,"Bolisetty, Mohan T and Stitzel, Michael L and Robson, Paul",2017,bioRxiv,Cold Spring Harbor Laboratory,1,https://www.biorxiv.org/content/early/2017/04/04/123810.abstract,CellView
porollo2010polyview,POLYVIEW-MM: web-based platform for animation and analysis of molecular simulations,"Porollo, Aleksey and Meller, Jaroslaw",2010,Nucleic acids research,Oxford University Press,24,https://academic.oup.com/nar/article-abstract/38/suppl_2/W662/1114555,POLYVIEW-MM
yan2005patmatch,PatMatch: a program for finding patterns in peptide and nucleotide sequences,"Yan, Thomas and Yoo, Danny and Berardini, Tanya Z and Mueller, Lukas A and Weems, Dan C and Weng, Shuai and Cherry, J Michael and Rhee, Seung Y",2005,Nucleic acids research,Oxford University Press,99,https://academic.oup.com/nar/article-abstract/33/suppl_2/W262/2505454,PatMatch
fox2011kinari,KINARI-Web: a server for protein rigidity analysis,"Fox, Naomi and Jagodzinski, Filip and Li, Yang and Streinu, Ileana",2011,Nucleic acids research,Oxford University Press,55,https://academic.oup.com/nar/article-abstract/39/suppl_2/W177/2507199,KINARI-Visualizer
jehl2016proviz,ProViz—a web-based visualization tool to investigate the functional and evolutionary features of protein sequences,"Jehl, Peter and Manguy, Jean and Shields, Denis C and Higgins, Desmond G and Davey, Norman E",2016,Nucleic acids research,Oxford University Press,10,https://academic.oup.com/nar/article-abstract/44/W1/W11/2499309,ProViz
wernersson2006featuremap3d,FeatureMap3D—a tool to map protein features and sequence conservation onto homologous structures in the PDB,"Wernersson, Rasmus and Rapacki, Kristoffer and St{\ae}rfeldt, Hans-Henrik and Sackett, Peter Wad and M{\o}lgaard, Anne",2006,Nucleic acids research,Oxford University Press,13,https://academic.oup.com/nar/article-abstract/34/suppl_2/W84/2505625,FeatureMap3D
guex1997swiss,SWISS-MODEL and the Swiss-Pdb Viewer: an environment for comparative protein modeling,"Guex, Nicolas and Peitsch, Manuel C",1997,electrophoresis,Wiley Online Library,10625,https://onlinelibrary.wiley.com/doi/abs/10.1002/elps.1150181505,Swiss-PdbViewer
omasits2013protter,Protter: interactive protein feature visualization and integration with experimental proteomic data,"Omasits, Ulrich and Ahrens, Christian H and M{\""u}ller, Sebastian and Wollscheid, Bernd",2013,Bioinformatics,Oxford University Press,301,https://academic.oup.com/bioinformatics/article-abstract/30/6/884/285666,Protter
xiao2015protr,protr/ProtrWeb: R package and web server for generating various numerical representation schemes of protein sequences,"Xiao, Nan and Cao, Dong-Sheng and Zhu, Min-Feng and Xu, Qing-Song",2015,Bioinformatics,Oxford University Press,37,https://academic.oup.com/bioinformatics/article-abstract/31/11/1857/2365197,protr/ProtrWeb
liu2015ibs,IBS: an illustrator for the presentation and visualization of biological sequences,"Liu, Wenzhong and Xie, Yubin and Ma, Jiyong and Luo, Xiaotong and Nie, Peng and Zuo, Zhixiang and Lahrmann, Urs and Zhao, Qi and Zheng, Yueyuan and Zhao, Yong and others",2015,Bioinformatics,Oxford University Press,150,https://academic.oup.com/bioinformatics/article-abstract/31/20/3359/195746,IBS
spyropoulos2004tmrpres2d,TMRPres2D: high quality visual representation of transmembrane protein models,"Spyropoulos, Ioannis C and Liakopoulos, Theodore D and Bagos, Pantelis G and Hamodrakas, Stavros J",2004,Bioinformatics,Oxford University Press,131,https://academic.oup.com/bioinformatics/article-abstract/20/17/3258/186342,TMRPres2D
porollo2004polyview,POLYVIEW: a flexible visualization tool for structural and functional annotations of proteins,"Porollo, Aleksey A and Adamczak, Rafal and Meller, Jaroslaw",2004,Bioinformatics,Oxford University Press,120,https://academic.oup.com/bioinformatics/article-abstract/20/15/2460/232949,POLYVIEW-2D
kosinski2013modexplorer,"MODexplorer: an integrated tool for exploring protein sequence, structure and function relationships","Kosinski, Jan and Barbato, Alessandro and Tramontano, Anna",2013,Bioinformatics,Oxford University Press,15,https://academic.oup.com/bioinformatics/article-abstract/29/7/953/253474,MODexplorer
watkins2017protvista,ProtVista: visualization of protein sequence annotations,"Watkins, Xavier and Garcia, Leyla J and Pundir, Sangya and Martin, Maria J and Consortium, UniProt",2017,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/33/13/2040/3063132,ProtVista
mukhyala2014visualization,Visualization of protein sequence features using JavaScript and SVG with pViz. js,"Mukhyala, Kiran and Masselot, Alexandre",2014,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/30/23/3408/207567,pViz.js
bromley2013dive,DIVE: a data intensive visualization engine,"Bromley, Dennis and Rysavy, Steven J and Su, Robert and Toofanny, Rudesh D and Schmidlin, Tom and Daggett, Valerie",2013,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/30/4/593/205967,DIVE
hirsh2014victor,The Victor C++ library for protein representation and advanced manipulation,"Hirsh, Layla and Piovesan, Damiano and Giollo, Manuel and Ferrari, Carlo and Tosatto, Silvio CE",2014,Bioinformatics,Oxford University Press,4,https://academic.oup.com/bioinformatics/article-abstract/31/7/1138/180979,Victor
sedova2015protael,Protael: protein data visualization library for the web,"Sedova, Mayya and Jaroszewski, Lukasz and Godzik, Adam",2015,Bioinformatics,Oxford University Press,5,https://academic.oup.com/bioinformatics/article-abstract/32/4/602/1743824,Protael
razban2018proteomevis,ProteomeVis: a web app for exploration of protein properties from structure to sequence evolution across organisms’ proteomes,"Razban, Rostam M and Gilson, Amy I and Durfee, Niamh and Strobelt, Hendrik and Dinkla, Kasper and Choi, Jeong-Mo and Pfister, Hanspeter and Shakhnovich, Eugene I",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty370/25018003/bty370.pdf,ProteomeVis
bordin2018icbdocker,ICBdocker: a Docker image for proteome annotation and visualization,"Bordin, Nicola and Devos, Damien P",2018,Bioinformatics,Oxford University Press,0,https://academic.oup.com/bioinformatics/advance-article-abstract/doi/10.1093/bioinformatics/bty493/5040311,ICBdocker
knapp2018pyhvis3d,pyHVis3D: Visualising Molecular Simulation deduced H-bond networks in 3D: Application to T-cell receptor interactions,"Knapp, Bernhard and Alcala, Marta and Zhang, Hao and West, Clare E and van der Merwe, P Anton and Deane, Charlotte M",2018,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/34/11/1941/4796954,pyHVis3D
vandermarliere2015pepshell,PepShell: visualization of conformational proteomics data,"Vandermarliere, Elien and Maddelein, Davy and Hulstaert, Niels and Stes, Elisabeth and Di Michele, Michela and Gevaert, Kris and Jacoby, Edgar and Brehmer, Dirk and Martens, Lennart",2015,Journal of proteome research,ACS Publications,2,https://pubs.acs.org/doi/abs/10.1021/pr5012125,PepShell
vermeire2015scop3d,Scop3D: Three-dimensional visualization of sequence conservation,"Vermeire, Tessa and Vermaere, Stijn and Schepens, Bert and Saelens, Xavier and Van Gucht, Steven and Martens, Lennart and Vandermarliere, Elien",2015,Proteomics,Wiley Online Library,6,https://onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201400354,Scop3D
bryer2011international,An international comparison of private and public schools using multilevel propensity score methods and graphics,"Bryer, Jason M and Pruzek, Robert M",2011,Multivariate behavioral research,Taylor \& Francis,2,https://www.tandfonline.com/doi/abs/10.1080/00273171.2011.636693,multilevelPSA
porollo2007versatile,Versatile annotation and publication quality visualization of protein complexes using POLYVIEW-3D,"Porollo, Aleksey and Meller, Jaroslaw",2007,BMC bioinformatics,BioMed Central,100,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-316,POLYVIEW-3D
pluciennik2018balcony,BALCONY: an R package for MSA and functional compartments of protein variability analysis,"P{\l}uciennik, Alicja and Stolarczyk, Micha{\l} and Bz{\'o}wka, Maria and Raczy{\'n}ska, Agata and Magdziarz, Tomasz and G{\'o}ra, Artur",2018,BMC bioinformatics,BioMed Central,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-018-2294-z,BALCONY
fink2007domaindraw,DomainDraw: a macromolecular feature drawing program,"Fink, J Lynn and Hamilton, Nicholas",2007,In silico biology,IOS Press,23,https://content.iospress.com/articles/in-silico-biology/isb00284,DomainDraw
gomez2014sequence,"Sequence, a BioJS component for visualising sequences","Gomez, John and Jimenez, Rafael",2014,F1000Research,Faculty of 1000 Ltd,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103491.1/,Sequence
garcia2014featureviewer,"FeatureViewer, a BioJS component for visualization of position-based annotations in protein sequences","Garcia, Leyla and Yachdav, Guy and Martin, Maria-Jesus",2014,F1000Research,Faculty of 1000 Ltd,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3983936/,FeatureViewer
brandes2016asap,ASAP: a machine learning framework for local protein properties,"Brandes, Nadav and Ofer, Dan and Linial, Michal",2016,Database,Oxford University Press,4,https://academic.oup.com/database/article-abstract/doi/10.1093/database/baw133/2630524,ASAP
brennan2018drawproteins,drawProteins: a Bioconductor/R package for reproducible and programmatic generation of protein schematics,"Brennan, Paul",2018,F1000Research,Faculty of 1000 Ltd,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6107989.1/,drawProteins
hasiuk2017touchterrain,TouchTerrain: A simple web-tool for creating 3D-printable topographic models,"Hasiuk, Franciszek J and Harding, Chris and Renner, Alex Raymond and Winer, Eliot",2017,Computers \& Geosciences,Elsevier,2,https://www.sciencedirect.com/science/article/pii/S0098300416304824,TouchTerrain
bordin2018pvcbase,PVCbase: an integrated web resource for the PVC bacterial proteomes,"Bordin, Nicola and Gonz{\'a}lez-S{\'a}nchez, Juan Carlos and Devos, Damien P",2018,Database,Oxford University Press,0,https://academic.oup.com/database/article-abstract/doi/10.1093/database/bay042/4985508,Foundation
metz2018coral,Coral: Clear and customizable visualization of human kinome data,"Metz, Kathleen S and Deoudes, Erika M and Berginski, Matthew E and Jimenez-Ruiz, Ivan and Aksoy, Bulent Arman and Hammerbacher, Jeff and Gomez, Shawn M and Phanstiel, Douglas H",2018,Cell systems,Elsevier,0,https://www.biorxiv.org/content/early/2018/05/25/330274.abstract,Coral
rokicki2014codachrome,CodaChrome: a tool for the visualization of proteome conservation across all fully sequenced bacterial genomes,"Rokicki, Joe and Knox, David and Dowell, Robin D and Copley, Shelley D",2014,BMC genomics,BioMed Central,4,https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-65,CodaChrome
skrabanek2003building,Building protein diagrams on the web with the residue-based diagram editor RbDe,"Skrabanek, Lucy and Campagne, Fabien and Weinstein, Harel",2003,Nucleic acids research,Oxford University Press,22,https://academic.oup.com/nar/article-abstract/31/13/3856/2904174,RbDe
konvicka2000interactive,Interactive construction of residue-based diagrams of proteins: the RbDe web service,"Konvicka, K and Campagne, F and Weinstein, H",2000,Protein engineering,Oxford University Press,27,https://academic.oup.com/peds/article-abstract/13/6/395/1512666,RbDe
wang2008scwrl,SCWRL and MolIDE: computer programs for side-chain conformation prediction and homology modeling,"Wang, Qiang and Canutescu, Adrian A and Dunbrack Jr, Roland L",2008,Nature protocols,Nature Publishing Group,110,https://www.nature.com/nprot/journal/v3/n12/abs/nprot.2008.184.html,MolIDE
can2003fpv,FPV: fast protein visualization using Java 3D™,"Can, Tolga and Wang, Yujun and Wang, Yuan-Fang and Su, Jianwen",2003,,,38,https://dl.acm.org/citation.cfm?id=952554,FPV
kolodny2006vistal,VISTAL—a new 2D visualization tool of protein 3D structural alignments,"Kolodny, Rachel and Honig, Barry",2006,Bioinformatics,Oxford University Press,3,https://academic.oup.com/bioinformatics/article-abstract/22/17/2166/274181,VISTAL
deleage2017alignsec,ALIGNSEC: viewing protein secondary structure predictions within large multiple sequence alignments,"Del{\'e}age, Gilbert",2017,Bioinformatics,,0,https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btx521/4083265,ANTHEPROT
deleage2001antheprot,ANTHEPROT: an integrated protein sequence analysis software with client/server capabilities,"Del{\'e}age, Gilbert and Combet, C and Blanchet, Christophe and Geourjon, Christophe",2001,Computers in biology and medicine,Elsevier,159,https://www.sciencedirect.com/science/article/pii/S0010482501000087,ANTHEPROT
geourjon1995antheprot,ANTHEPROT 2.0: a three-dimensional module fully coupled with protein sequence analysis methods,"Geourjon, C and Deleage, G",1995,Journal of molecular graphics,Elsevier,58,https://pdfs.semanticscholar.org/8234/636f76a8b50d18a85f30342ec062622542e8.pdf,ANTHEPROT
deleage1989antheprot,Antheprot: IBM PC and Apple macintosh versions,"Del{\'e}age, Gilbert and Clerc, Fran{\c{c}}ois F and Roux, Bernard",1989,Bioinformatics,Oxford University Press,23,https://academic.oup.com/bioinformatics/article-abstract/5/2/159/287264,ANTHEPROT
deleage1988antheprot,ANTHEPROT: a package for protein sequence analysis using a microcomputer,"Del{\'e}age, Gilbert and Clerc, Fran{\c{c}}ois F and Roux, Bernard and Gautheron, Dani{\`e}le C",1988,Bioinformatics,Oxford University Press,76,https://academic.oup.com/bioinformatics/article-abstract/4/3/351/208404,ANTHEPROT
corpet1988multiple,Multiple sequence alignment with hierarchical clustering,"Corpet, Florence",1988,Nucleic acids research,Oxford University Press,4797,https://academic.oup.com/nar/article-abstract/16/22/10881/2378678,MultAlin
ochoa2017xsult,XSuLT: a web server for structural annotation and representation of sequence-structure alignments,"Ochoa-Monta{\~n}o, Bernardo and Blundell, Tom L",2017,Nucleic acids research,Oxford University Press,0,https://academic.oup.com/nar/article-abstract/45/W1/W381/3828233,XSuLT
beiko2005word,A word-oriented approach to alignment validation,"Beiko, Robert G and Chan, Cheong Xin and Ragan, Mark A",2005,Bioinformatics,Oxford University Press,22,https://academic.oup.com/bioinformatics/article-abstract/21/10/2230/206697,WOOF
barbato2012improving,Improving your target-template alignment with MODalign,"Barbato, Alessandro and Benkert, Pascal and Schwede, Torsten and Tramontano, Anna and Kosinski, Jan",2012,Bioinformatics,Oxford University Press,13,https://academic.oup.com/bioinformatics/article-abstract/28/7/1038/210177,MODalign
eggenhofer2018cmv,CMV: visualization for RNA and protein family models and their comparisons,"Eggenhofer, Florian and Hofacker, Ivo L and Backofen, Rolf and H{\""o}ner zu Siederdissen, Christian",2018,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/bty158/24507012/bty158.pdf,CMV
kopczynski2017peptidemapper,PeptideMapper: efficient and versatile amino acid sequence and tag mapping,"Kopczynski, Dominik and Barsnes, Harald and Nj{\o}lstad, P{\aa}l R and Sickmann, Albert and Vaudel, Marc and Ahrends, Robert",2017,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/article-abstract/33/13/2042/3059929,PeptideMapper
thorvaldsen2010deltaprot,DeltaProt: a software toolbox for comparative genomics,"Thorvaldsen, Steinar and Fl{\aa}, Tor and Willassen, Nils P",2010,BMC bioinformatics,BioMed Central,12,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-573,DeltaProt
martin2014viewing,Viewing multiple sequence alignments with the JavaScript Sequence Alignment Viewer (JSAV),"Martin, Andrew CR",2014,F1000Research,Faculty of 1000 Ltd,8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4304231/,JSAV
reguant2018alignmentviewer,AlignmentViewer: Sequence Analysis of Large Protein Families,"Reguant, Roc and Antipin, Yevgeniy and Sheridan, Rob and Luna, Augustin and Sander, Chris",2018,BioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2018/02/22/269720.abstract,AlignmentViewer
frickey2004clans,CLANS: a Java application for visualizing protein families based on pairwise similarity,"Frickey, Tancred and Lupas, Andrei",2004,Bioinformatics,Oxford University Press,399,https://academic.oup.com/bioinformatics/article-abstract/20/18/3702/202504,CLANS
